block_id,backend_mode,num_candidates,baseline_candidate_id,baseline_latency_p50_ms,best_candidate_id,best_latency_p50_ms,candidate_spread_slowest_over_fastest,median_latency_cv,p90_latency_cv,first_half_winner,second_half_winner,winner_flip
b0_seq128_h1024_i4096,eager,6,p0_baseline_separate_silu,0.07168000191450119,p3_fused_chunk_silu,0.07014400139451027,0.09489054118624773,0.047615772735161474,0.10328549244071986,p2_separate_inplace_silu_mul,p2_separate_inplace_silu_mul,False
b1_seq128_h768_i3072,eager,6,p0_baseline_separate_silu,0.0798719972372055,p3_fused_chunk_silu,0.07116800174117088,0.19424456063293505,0.06786676809671094,0.10274403707415886,p3_fused_chunk_silu,p3_fused_chunk_silu,False
b2_seq512_h768_i3072,eager,6,p0_baseline_separate_silu,0.08908800035715103,p2_separate_inplace_silu_mul,0.08857600018382072,0.16763003008923905,0.041159425977996725,0.05319225657637687,p2_separate_inplace_silu_mul,p0_baseline_separate_silu,True
