graph_id,shape_id,block_type,batch_size,seq_len,hidden_dim,intermediate_dim,dtype,candidate_id,is_baseline,rewrite_family,plan_desc,num_measure_runs,latency_p50_ms,latency_mean_ms,latency_std_ms,latency_cv,latency_rank_within_graph
g00_009,s0_seq128,transformer_mlp_swiglu,1,128,1280,5120,fp16,fused_chunk_manual_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, manual gate * sigmoid(gate) * up",30,0.11161600053310394,0.11205973401665688,0.0020596299022904874,0.01837975005352358,5
g00_009,s0_seq128,transformer_mlp_swiglu,1,128,1280,5120,fp16,fused_chunk_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, F.silu(gate) * up",30,0.10239999741315842,0.10304853096604347,0.002056233039227228,0.019954025738657035,1
g00_009,s0_seq128,transformer_mlp_swiglu,1,128,1280,5120,fp16,fused_split_inplace_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, torch.split, F.silu(gate) then inplace multiply",30,0.10239999741315842,0.10291199758648872,0.0027060230396705885,0.026294534195552933,2
g00_009,s0_seq128,transformer_mlp_swiglu,1,128,1280,5120,fp16,separate_inplace_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, F.silu(gate) then inplace multiply",30,0.10649599879980087,0.10765653252601623,0.0021107548251990817,0.019606379433491392,3
g00_009,s0_seq128,transformer_mlp_swiglu,1,128,1280,5120,fp16,separate_manual_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, manual gate * sigmoid(gate) * up",30,0.11264000087976456,0.11352746759851774,0.0022856592154662466,0.020133094341092207,6
g00_010,s0_seq128,transformer_mlp_swiglu,1,128,1536,4608,fp16,baseline_separate_silu,1,fusion_related_gate_up_projection,"default: separate gate_proj and up_proj, F.silu(gate) * up",30,0.11059200018644333,0.11113813370466233,0.0014657479899992626,0.013188524416779668,3
g00_010,s0_seq128,transformer_mlp_swiglu,1,128,1536,4608,fp16,fused_chunk_manual_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, manual gate * sigmoid(gate) * up",30,0.11468800157308578,0.11533653438091278,0.003571624972494583,0.03096698710140589,5
g00_010,s0_seq128,transformer_mlp_swiglu,1,128,1536,4608,fp16,fused_chunk_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, F.silu(gate) * up",30,0.10444799810647964,0.10495999827980995,0.002640650510999332,0.025158637140596123,1
g00_010,s0_seq128,transformer_mlp_swiglu,1,128,1536,4608,fp16,fused_split_inplace_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, torch.split, F.silu(gate) then inplace multiply",30,0.10444799810647964,0.10499413162469864,0.002175984004557667,0.020724815481456795,2
g00_010,s0_seq128,transformer_mlp_swiglu,1,128,1536,4608,fp16,separate_inplace_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, F.silu(gate) then inplace multiply",30,0.11059200018644333,0.11110400035977364,0.0026273808264588574,0.02364794082977167,4
g00_010,s0_seq128,transformer_mlp_swiglu,1,128,1536,4608,fp16,separate_manual_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, manual gate * sigmoid(gate) * up",30,0.11673600226640701,0.11687253514925638,0.0021598601377958203,0.018480476486947863,6
g00_011,s0_seq128,transformer_mlp_swiglu,1,128,2048,5120,fp16,baseline_separate_silu,1,fusion_related_gate_up_projection,"default: separate gate_proj and up_proj, F.silu(gate) * up",30,0.13414399325847626,0.13571413109699884,0.0030916594193741813,0.02278067430697016,3
