graph_id,shape_id,seq_len,hidden_dim,intermediate_dim,selector_name,num_candidates,baseline_candidate_id,baseline_latency_ms,oracle_candidate_id,oracle_latency_ms,selected_candidate_id,selected_latency_ms,speedup_vs_baseline,regret_vs_oracle,decision_time_p50_ms,decision_time_p95_ms,win_over_2pct
g00_018,s0_seq128,128,512,1280,Oracle,6,baseline_separate_silu,0.06143999844789505,fused_chunk_silu,0.05734400078654289,fused_chunk_silu,0.05734400078654289,1.0714285296660602,0.0,0.0008310016710311174,0.0008924529538489877,1
g00_019,s0_seq128,128,768,2048,Baseline,6,baseline_separate_silu,0.06758400052785873,fused_chunk_silu,0.06348799914121628,baseline_separate_silu,0.06758400052785873,1.0,0.06451615174596581,0.00010999792721122503,0.00013144672266207633,0
g00_019,s0_seq128,128,768,2048,Heuristic,6,baseline_separate_silu,0.06758400052785873,fused_chunk_silu,0.06348799914121628,fused_chunk_silu,0.06348799914121628,1.0645161517459658,0.0,0.00497250584885478,0.005199002043809742,1
g00_019,s0_seq128,128,768,2048,Oracle,6,baseline_separate_silu,0.06758400052785873,fused_chunk_silu,0.06348799914121628,fused_chunk_silu,0.06348799914121628,1.0645161517459658,0.0,0.0008319912012666464,0.0009015602699946612,1
g01_000,s1_seq512,512,768,2048,Baseline,6,baseline_separate_silu,0.1085439994931221,fused_chunk_silu,0.10649599879980087,baseline_separate_silu,0.1085439994931221,1.0,0.019230775957801205,0.00010999792721122503,0.00013998942449688911,0
g01_000,s1_seq512,512,768,2048,Heuristic,6,baseline_separate_silu,0.1085439994931221,fused_chunk_silu,0.10649599879980087,separate_inplace_silu,0.1085439994931221,1.0,0.019230775957801205,0.005048001185059547,0.005309000698616728,0
g01_000,s1_seq512,512,768,2048,Oracle,6,baseline_separate_silu,0.1085439994931221,fused_chunk_silu,0.10649599879980087,fused_chunk_silu,0.10649599879980087,1.0192307759578012,0.0,0.0008619972504675388,0.0014025405107531697,0
g01_001,s1_seq512,512,1024,4096,Baseline,6,baseline_separate_silu,0.1730560064315796,separate_inplace_silu,0.17203199863433838,baseline_separate_silu,0.1730560064315796,1.0,0.0059524263239991715,0.00010999792721122503,0.00013146054698154328,0
g01_001,s1_seq512,512,1024,4096,Heuristic,6,baseline_separate_silu,0.1730560064315796,separate_inplace_silu,0.17203199863433838,separate_inplace_silu,0.17203199863433838,1.0059524263239992,0.0,0.004962494131177664,0.005348503327695653,0
g01_001,s1_seq512,512,1024,4096,Oracle,6,baseline_separate_silu,0.1730560064315796,separate_inplace_silu,0.17203199863433838,separate_inplace_silu,0.17203199863433838,1.0059524263239992,0.0,0.0008409988367930055,0.000890999217517674,0
g01_002,s1_seq512,512,1280,5120,Baseline,6,baseline_separate_silu,0.24166400730609894,separate_inplace_silu,0.22323200106620789,baseline_separate_silu,0.24166400730609894,1.0,0.08256883489757527,0.00010999792721122503,0.00014000397641211748,0
g01_002,s1_seq512,512,1280,5120,Heuristic,6,baseline_separate_silu,0.24166400730609894,separate_inplace_silu,0.22323200106620789,separate_inplace_silu,0.22323200106620789,1.0825688348975753,0.0,0.005072499334346503,0.005337991751730442,1
g01_002,s1_seq512,512,1280,5120,Oracle,6,baseline_separate_silu,0.24166400730609894,separate_inplace_silu,0.22323200106620789,separate_inplace_silu,0.22323200106620789,1.0825688348975753,0.0,0.0008310016710311174,0.0009324423444923012,1
g01_003,s1_seq512,512,1536,4608,Baseline,6,baseline_separate_silu,0.23756800591945648,separate_inplace_silu,0.23552000522613525,baseline_separate_silu,0.23756800591945648,1.0,0.008695654924747664,0.00010999792721122503,0.0001314459950663149,0
g01_003,s1_seq512,512,1536,4608,Heuristic,6,baseline_separate_silu,0.23756800591945648,separate_inplace_silu,0.23552000522613525,separate_inplace_silu,0.23552000522613525,1.0086956549247477,0.0,0.005098001565784216,0.00544850408914499,0
g01_003,s1_seq512,512,1536,4608,Oracle,6,baseline_separate_silu,0.23756800591945648,separate_inplace_silu,0.23552000522613525,separate_inplace_silu,0.23552000522613525,1.0086956549247477,0.0,0.0008315037121064961,0.0009010604117065668,0
g01_004,s1_seq512,512,512,1280,Baseline,6,baseline_separate_silu,0.07475200295448303,separate_inplace_silu,0.06143999844789505,baseline_separate_silu,0.07475200295448303,1.0,0.2166667454895428,0.00010999792721122503,0.0001300562871620059,0
g01_004,s1_seq512,512,512,1280,Heuristic,6,baseline_separate_silu,0.07475200295448303,separate_inplace_silu,0.06143999844789505,separate_inplace_silu,0.06143999844789505,1.2166667454895428,0.0,0.0050779926823452115,0.005298502946970984,1
g01_004,s1_seq512,512,512,1280,Oracle,6,baseline_separate_silu,0.07475200295448303,separate_inplace_silu,0.06143999844789505,separate_inplace_silu,0.06143999844789505,1.2166667454895428,0.0,0.0008165006875060499,0.0008810020517557859,1
g01_005,s1_seq512,512,768,1536,Baseline,6,baseline_separate_silu,0.06348799914121628,fused_chunk_silu,0.06143999844789505,baseline_separate_silu,0.06348799914121628,1.0,0.03333334545992961,0.00010999792721122503,0.00014005418051965535,0
g01_005,s1_seq512,512,768,1536,Heuristic,6,baseline_separate_silu,0.06348799914121628,fused_chunk_silu,0.06143999844789505,separate_inplace_silu,0.06348799914121628,1.0,0.03333334545992961,0.0050125017878599465,0.00525900031789206,0
g01_005,s1_seq512,512,768,1536,Oracle,6,baseline_separate_silu,0.06348799914121628,fused_chunk_silu,0.06143999844789505,fused_chunk_silu,0.06143999844789505,1.0333333454599296,0.0,0.0008320057531818748,0.0008824557880870998,1
